BrukerID,Kjonn,Alder,Jobb,Postkode
2287,1.0,25.0,15.0,6510.0
2288,1.0,45.0,0.0,90024.0
2289,1.0,35.0,,16844.0
2290,1.0,,11.0,2155.0
2291,1.0,50.0,,5055.0
2292,1.0,50.0,0.0,43231.0
2293,1.0,50.0,17.0,
2294,1.0,56.0,6.0,37922.0
2295,0.0,18.0,4.0,94611.0
2296,1.0,,20.0,94107.0
2297,1.0,35.0,7.0,44125.0
2298,0.0,25.0,1.0,37153.0
2299,1.0,35.0,14.0,92084.0
2300,1.0,1.0,10.0,12159.0
2301,1.0,50.0,7.0,95008.0
2302,,35.0,16.0,98133.0
2303,1.0,,0.0,43229.0
2304,1.0,50.0,,78704.0
2305,0.0,,4.0,
2306,0.0,25.0,2.0,75075.0
2307,1.0,35.0,15.0,92649.0
2308,1.0,18.0,4.0,10010.0
2309,,35.0,7.0,37027.0
2310,1.0,25.0,17.0,83713.0
2311,1.0,18.0,4.0,12180.0
2312,1.0,35.0,,90680.0
2313,1.0,,0.0,46240.0
2314,0.0,25.0,2.0,55421.0
2315,1.0,35.0,12.0,37211.0
2316,1.0,35.0,2.0,3431.0
2317,1.0,35.0,6.0,92672.0
2318,0.0,18.0,4.0,48858.0
2319,1.0,25.0,0.0,10009.0
2320,1.0,,0.0,94403.0
2321,1.0,,4.0,46254.0
2322,,25.0,4.0,1002.0
2323,1.0,25.0,1.0,95472.0
2324,1.0,35.0,15.0,91411.0
2325,1.0,,1.0,53706.0
2326,0.0,45.0,0.0,11372.0
2327,1.0,25.0,20.0,91730.0
2328,1.0,56.0,,13685.0
2329,0.0,45.0,0.0,19130.0
2330,1.0,,7.0,91941.0
2331,1.0,35.0,17.0,78749.0
2332,1.0,25.0,12.0,
2333,1.0,25.0,12.0,63043.0
2334,0.0,56.0,3.0,52003.0
2335,0.0,,1.0,
2336,1.0,50.0,11.0,66048.0
2337,0.0,,0.0,55042.0
2338,1.0,45.0,6.0,65201.0
2339,0.0,,1.0,11375.0
2340,0.0,56.0,16.0,98199.0
2341,0.0,25.0,7.0,33177.0
2342,1.0,45.0,6.0,66203.0
2343,0.0,35.0,0.0,44313.0
2344,1.0,50.0,16.0,77079.0
2345,1.0,18.0,0.0,55013.0
2346,1.0,25.0,7.0,94043.0
2347,0.0,45.0,0.0,8901.0
2348,1.0,35.0,0.0,15801.0
2349,1.0,18.0,17.0,60193.0
2350,1.0,18.0,4.0,77802.0
2351,1.0,25.0,17.0,77521.0
2352,1.0,18.0,12.0,55401.0
2353,0.0,35.0,12.0,91104.0
2354,1.0,25.0,,53705.0
2355,0.0,25.0,4.0,92354.0
2356,0.0,35.0,9.0,2816.0
2357,1.0,35.0,2.0,48116.0
2358,1.0,25.0,17.0,90210.0
2359,1.0,56.0,12.0,94109.0
2360,1.0,25.0,0.0,60647.0
2361,1.0,18.0,12.0,97402.0
2362,0.0,50.0,3.0,34744.0
2363,1.0,25.0,0.0,98040.0
2364,1.0,56.0,20.0,55101.0
2365,1.0,,17.0,88076.0
2366,1.0,25.0,18.0,80903.0
2367,0.0,25.0,3.0,12866.0
2368,1.0,,14.0,55076.0
2369,1.0,35.0,3.0,77064.0
2370,,18.0,0.0,19143.0
2371,1.0,,0.0,70748.0
2372,1.0,18.0,4.0,97215.0
2373,,1.0,10.0,77477.0
2374,1.0,25.0,12.0,22903.0
2375,1.0,,1.0,7666.0
2376,0.0,35.0,7.0,30350.0
2377,1.0,35.0,1.0,49417.0
2378,1.0,,13.0,33316.0
2379,1.0,18.0,4.0,94704.0
2380,1.0,,20.0,94111.0
2381,1.0,25.0,12.0,32793.0
2382,1.0,25.0,7.0,32836.0
2383,,35.0,7.0,10028.0
2384,1.0,25.0,7.0,10019.0
2385,1.0,35.0,2.0,19123.0
2386,0.0,45.0,,14618.0
2387,1.0,18.0,4.0,11209.0
2388,,45.0,15.0,81335.0
2389,0.0,25.0,0.0,90802.0
2390,1.0,25.0,0.0,66614.0
2391,0.0,18.0,4.0,90025.0
2392,0.0,25.0,,97330.0
2393,1.0,,4.0,7508.0
2394,1.0,18.0,17.0,53818.0
2395,1.0,35.0,,94705.0
2396,1.0,,1.0,60016.0
2397,1.0,25.0,17.0,75146.0
2398,1.0,25.0,7.0,2035.0
2399,1.0,18.0,4.0,95076.0
2400,,45.0,1.0,1604.0
2401,1.0,25.0,17.0,74467.0
2402,1.0,25.0,0.0,
2403,1.0,25.0,4.0,65804.0
2404,1.0,25.0,14.0,55305.0
2405,1.0,,4.0,96744.0
2406,1.0,18.0,4.0,91301.0
2407,1.0,,16.0,70507.0
2408,1.0,50.0,,76054.0
2409,0.0,25.0,0.0,
2410,,25.0,,10025.0
2411,1.0,25.0,,
2412,0.0,18.0,4.0,
2413,1.0,56.0,2.0,91321.0
2414,0.0,25.0,4.0,2138.0
2415,1.0,18.0,2.0,44515.0
2416,1.0,35.0,5.0,70123.0
2417,1.0,25.0,4.0,97333.0
2418,1.0,,2.0,98227.0
2419,1.0,,,55116.0
2420,1.0,50.0,,32726.0
2421,0.0,,2.0,1851.0
2422,1.0,25.0,,48197.0
2423,0.0,45.0,0.0,11217.0
2424,1.0,50.0,7.0,39648.0
2425,0.0,25.0,1.0,60551.0
2426,1.0,,17.0,35808.0
2427,0.0,25.0,0.0,
2428,1.0,18.0,,89129.0
2429,0.0,,5.0,90262.0
2430,1.0,18.0,4.0,10020.0
2431,1.0,18.0,0.0,35115.0
2432,1.0,25.0,0.0,29672.0
2433,1.0,18.0,0.0,92647.0
2434,0.0,,0.0,6360.0
2435,1.0,45.0,1.0,1867.0
2436,0.0,35.0,5.0,12345.0
2437,0.0,25.0,4.0,91740.0
2438,1.0,35.0,,54601.0
2439,1.0,50.0,1.0,53221.0
2440,0.0,50.0,1.0,
2441,1.0,18.0,99.0,2134.0
2442,1.0,25.0,2.0,90210.0
2443,1.0,1.0,10.0,60007.0
2444,1.0,18.0,4.0,12604.0
2445,1.0,18.0,12.0,55118.0
2446,0.0,25.0,1.0,32303.0
2447,0.0,18.0,4.0,10003.0
2448,1.0,25.0,0.0,98103.0
2449,1.0,35.0,17.0,32506.0
2450,0.0,25.0,5.0,91311.0
2451,1.0,45.0,2.0,29440.0
2452,1.0,18.0,4.0,80228.0
2453,1.0,25.0,14.0,48103.0
2454,1.0,25.0,12.0,94114.0
2455,1.0,25.0,6.0,68128.0
2456,1.0,50.0,2.0,50310.0
2457,0.0,25.0,1.0,6417.0
2458,0.0,35.0,4.0,44485.0
2459,1.0,25.0,2.0,55344.0
2460,1.0,18.0,16.0,99353.0
2461,0.0,45.0,1.0,4258.0
2462,1.0,25.0,1.0,39759.0
2463,0.0,50.0,1.0,62901.0
2464,1.0,25.0,2.0,55408.0
2465,,1.0,10.0,
2466,1.0,25.0,7.0,15205.0
2467,1.0,45.0,12.0,55102.0
2468,1.0,25.0,14.0,80232.0
2469,0.0,45.0,3.0,78759.0
2470,,,15.0,15217.0
2471,,25.0,16.0,28542.0
2472,1.0,50.0,17.0,8055.0
2473,1.0,25.0,7.0,53717.0
2474,0.0,25.0,4.0,55407.0
2475,1.0,35.0,16.0,19803.0
2476,1.0,25.0,6.0,73118.0
2477,0.0,45.0,20.0,4240.0
2478,0.0,25.0,4.0,60443.0
2479,1.0,50.0,16.0,60056.0
2480,1.0,25.0,7.0,55112.0
2481,0.0,,5.0,98498.0
2482,1.0,25.0,12.0,41042.0
2483,1.0,45.0,0.0,98031.0
2484,1.0,,4.0,43023.0
2485,1.0,,4.0,55104.0
2486,0.0,25.0,9.0,49442.0
2487,1.0,45.0,17.0,80228.0
2488,1.0,25.0,4.0,96826.0
2489,0.0,56.0,13.0,46140.0
2490,1.0,56.0,3.0,10023.0
2491,1.0,25.0,4.0,
2492,1.0,18.0,20.0,91330.0
2493,,56.0,,60044.0
2494,1.0,,12.0,94131.0
2495,1.0,35.0,,96555.0
2496,0.0,25.0,9.0,80013.0
2497,1.0,18.0,4.0,60611.0
2498,1.0,18.0,99.0,55404.0
2499,1.0,50.0,6.0,19312.0
2500,1.0,18.0,4.0,7940.0
2501,1.0,35.0,7.0,27511.0
2502,,35.0,0.0,98622.0
2503,1.0,50.0,14.0,55407.0
2504,0.0,35.0,1.0,44107.0
2505,0.0,25.0,19.0,90020.0
2506,1.0,45.0,7.0,67301.0
2507,1.0,18.0,4.0,76013.0
2508,1.0,,12.0,87571.0
2509,0.0,18.0,4.0,48104.0
2510,0.0,25.0,0.0,11106.0
2511,0.0,35.0,7.0,
2512,1.0,56.0,17.0,3801.0
2513,1.0,18.0,10.0,10016.0
2514,1.0,,10.0,55616.0
2515,0.0,,0.0,91107.0
2516,1.0,18.0,4.0,94122.0
2517,0.0,35.0,1.0,85287.0
2518,1.0,25.0,18.0,98438.0
2519,1.0,56.0,8.0,12436.0
2520,1.0,25.0,2.0,
2521,1.0,18.0,4.0,56001.0
2522,1.0,18.0,4.0,98105.0
2523,,56.0,0.0,46814.0
2524,1.0,50.0,,97470.0
2525,0.0,,,95125.0
2526,1.0,18.0,5.0,48504.0
2527,1.0,25.0,5.0,44095.0
2528,1.0,18.0,4.0,98225.0
2529,0.0,50.0,2.0,94530.0
2530,,56.0,99.0,48178.0
2531,1.0,,1.0,80026.0
2532,,25.0,6.0,35205.0
2533,1.0,,4.0,80526.0
2534,1.0,50.0,1.0,90027.0
2535,1.0,35.0,20.0,32708.0
2536,1.0,25.0,4.0,19711.0
2537,1.0,35.0,16.0,7030.0
2538,0.0,18.0,4.0,55118.0
2539,1.0,35.0,17.0,99508.0
2540,1.0,25.0,7.0,2134.0
2541,1.0,50.0,7.0,80302.0
2542,1.0,50.0,,1430.0
2543,1.0,35.0,17.0,94041.0
2544,1.0,18.0,2.0,63138.0
2545,0.0,,7.0,27516.0
2546,1.0,25.0,0.0,92155.0
2547,1.0,50.0,7.0,
2548,1.0,35.0,14.0,90266.0
2549,1.0,25.0,7.0,12206.0
2550,0.0,25.0,19.0,60612.0
2551,1.0,25.0,7.0,55429.0
2552,1.0,25.0,11.0,15237.0
2553,1.0,18.0,20.0,60641.0
2554,1.0,56.0,3.0,52240.0
2555,1.0,,16.0,19131.0
2556,1.0,50.0,18.0,97321.0
2557,1.0,18.0,20.0,78759.0
2558,1.0,35.0,,72118.0
2559,1.0,,3.0,68122.0
2560,1.0,45.0,20.0,91607.0
2561,0.0,18.0,,2809.0
2562,1.0,35.0,7.0,16365.0
2563,1.0,50.0,11.0,85726.0
2564,,45.0,7.0,92965.0
2565,0.0,35.0,9.0,13066.0
2566,0.0,25.0,6.0,80236.0
2567,1.0,,20.0,55410.0
2568,,18.0,10.0,55419.0
2569,1.0,56.0,1.0,29672.0
2570,1.0,50.0,0.0,21050.0
2571,0.0,18.0,3.0,45244.0
2572,0.0,35.0,2.0,22030.0
2573,1.0,25.0,4.0,2134.0
2574,1.0,35.0,17.0,22124.0
2575,1.0,56.0,1.0,30030.0
2576,1.0,25.0,4.0,84111.0
2577,1.0,25.0,4.0,74074.0
2578,1.0,35.0,7.0,55116.0
2579,0.0,35.0,6.0,13210.0
2580,1.0,35.0,18.0,13027.0
2581,1.0,35.0,0.0,95118.0
2582,0.0,25.0,6.0,
2583,1.0,18.0,2.0,95843.0
2584,1.0,35.0,,6040.0
2585,1.0,25.0,1.0,
2586,1.0,25.0,20.0,75205.0
2587,1.0,25.0,4.0,98926.0
2588,1.0,35.0,7.0,76248.0
2589,1.0,,7.0,20814.0
2590,1.0,35.0,12.0,55803.0
2591,1.0,,17.0,94131.0
2592,1.0,25.0,17.0,75044.0
2593,1.0,35.0,16.0,2536.0
2594,1.0,1.0,10.0,48073.0
2595,1.0,45.0,0.0,43615.0
2596,0.0,25.0,3.0,
2597,1.0,25.0,5.0,2891.0
2598,0.0,25.0,0.0,10011.0
2599,1.0,18.0,4.0,20742.0
2600,1.0,50.0,,
2601,1.0,18.0,4.0,41076.0
2602,1.0,25.0,1.0,60615.0
2603,0.0,45.0,,2038.0
2604,1.0,,,13165.0
2605,0.0,56.0,0.0,98374.0
2606,0.0,,1.0,30345.0
2607,0.0,45.0,0.0,1060.0
2608,1.0,35.0,17.0,92630.0
2609,1.0,18.0,4.0,1125.0
2610,,25.0,7.0,5401.0
2611,0.0,50.0,0.0,98226.0
2612,1.0,35.0,11.0,52803.0
2613,1.0,25.0,99.0,48104.0
2614,1.0,1.0,0.0,75070.0
2615,1.0,25.0,19.0,93536.0
2616,0.0,,10.0,55082.0
2617,1.0,35.0,17.0,50321.0
2618,0.0,25.0,,61801.0
2619,1.0,56.0,1.0,39532.0
2620,1.0,25.0,7.0,96811.0
2621,1.0,25.0,0.0,90019.0
2622,1.0,35.0,0.0,74011.0
2623,1.0,25.0,16.0,55103.0
2624,0.0,,1.0,46774.0
2625,1.0,18.0,4.0,18011.0
2626,1.0,25.0,12.0,3110.0
2627,1.0,,7.0,32114.0
2628,0.0,25.0,14.0,44304.0
2629,0.0,25.0,6.0,72211.0
2630,1.0,25.0,14.0,92109.0
2631,1.0,25.0,17.0,
2632,0.0,35.0,0.0,20723.0
2633,1.0,50.0,1.0,98112.0
2634,1.0,,0.0,98102.0
2635,1.0,56.0,1.0,
2636,1.0,18.0,4.0,1375.0
2637,0.0,35.0,0.0,46142.0
2638,1.0,50.0,,55128.0
2639,1.0,35.0,11.0,48640.0
2640,1.0,18.0,4.0,94044.0
2641,1.0,25.0,1.0,24060.0
2642,1.0,25.0,1.0,28027.0
2643,1.0,45.0,17.0,94602.0
2644,1.0,18.0,0.0,
2645,1.0,25.0,17.0,44118.0
2646,1.0,50.0,20.0,6033.0
2647,,18.0,,93455.0
2648,0.0,25.0,6.0,
2649,1.0,35.0,,55042.0
2650,0.0,25.0,7.0,94043.0
2651,0.0,50.0,7.0,33764.0
2652,1.0,25.0,7.0,55405.0
2653,0.0,25.0,1.0,2144.0
2654,0.0,,0.0,1545.0
2655,1.0,,17.0,27519.0
2656,0.0,35.0,7.0,8318.0
2657,1.0,50.0,0.0,36109.0
2658,0.0,50.0,0.0,13210.0
2659,1.0,1.0,10.0,54701.0
2660,1.0,18.0,0.0,47901.0
2661,1.0,25.0,0.0,92646.0
2662,0.0,,4.0,78705.0
2663,0.0,56.0,3.0,6040.0
2664,1.0,18.0,14.0,94070.0
2665,0.0,35.0,9.0,
2666,1.0,35.0,,14302.0
2667,0.0,35.0,9.0,19006.0
2668,1.0,50.0,7.0,76054.0
2669,0.0,,7.0,10019.0
2670,0.0,50.0,1.0,36067.0
2671,0.0,50.0,1.0,30602.0
2672,1.0,25.0,2.0,98102.0
2673,1.0,1.0,10.0,28270.0
2674,0.0,,6.0,7950.0
2675,1.0,25.0,16.0,43215.0
2676,1.0,25.0,12.0,92880.0
2677,1.0,25.0,14.0,30101.0
2678,1.0,18.0,,
2679,0.0,,4.0,62025.0
2680,1.0,25.0,9.0,44310.0
2681,1.0,,11.0,55438.0
2682,1.0,,17.0,93933.0
2683,1.0,35.0,15.0,48187.0
2684,1.0,25.0,1.0,12553.0
2685,0.0,18.0,1.0,2109.0
2686,1.0,18.0,14.0,43613.0
2687,1.0,25.0,20.0,11230.0
2688,1.0,,7.0,8876.0
2689,0.0,45.0,,1532.0
2690,1.0,,7.0,6840.0
2691,0.0,18.0,,10580.0
2692,0.0,25.0,0.0,55345.0
2693,1.0,35.0,16.0,92630.0
2694,1.0,18.0,3.0,48005.0
2695,1.0,,4.0,92507.0
2696,1.0,,13.0,2576.0
2697,1.0,1.0,10.0,48867.0
2698,,25.0,7.0,92691.0
2699,1.0,1.0,10.0,75633.0
2700,0.0,25.0,20.0,95776.0
2701,0.0,45.0,7.0,21044.0
2702,0.0,1.0,,35810.0
2703,1.0,25.0,5.0,54703.0
2704,1.0,,14.0,7920.0
2705,1.0,50.0,1.0,
2706,1.0,25.0,17.0,6460.0
2707,,18.0,1.0,78133.0
2708,1.0,25.0,7.0,21029.0
2709,1.0,35.0,11.0,94306.0
2710,1.0,25.0,1.0,40214.0
2711,1.0,25.0,2.0,55118.0
2712,0.0,25.0,5.0,1801.0
2713,0.0,45.0,5.0,48341.0
2714,0.0,18.0,,55016.0
2715,1.0,25.0,,94558.0
2716,1.0,25.0,0.0,60656.0
2717,0.0,18.0,4.0,92805.0
2718,0.0,,,60657.0
2719,0.0,18.0,4.0,79912.0
2720,1.0,18.0,4.0,98117.0
2721,0.0,,4.0,1002.0
2722,1.0,25.0,18.0,10309.0
2723,1.0,45.0,17.0,30075.0
2724,1.0,35.0,7.0,93906.0
2725,0.0,45.0,6.0,63135.0
2726,1.0,25.0,17.0,94401.0
2727,1.0,25.0,12.0,15217.0
2728,1.0,18.0,12.0,60640.0
2729,1.0,18.0,2.0,1720.0
2730,1.0,25.0,17.0,
2731,0.0,,2.0,
2732,1.0,25.0,6.0,11106.0
2733,0.0,25.0,17.0,19810.0
2734,1.0,45.0,17.0,94806.0
2735,1.0,25.0,17.0,74074.0
2736,1.0,,12.0,98112.0
2737,0.0,25.0,6.0,55433.0
2738,1.0,45.0,,48116.0
2739,0.0,25.0,9.0,93940.0
2740,1.0,50.0,7.0,90505.0
2741,1.0,56.0,,12144.0
2742,1.0,,6.0,42420.0
2743,1.0,25.0,4.0,85719.0
2744,1.0,25.0,7.0,6516.0
2745,0.0,1.0,0.0,
2746,0.0,35.0,3.0,4108.0
2747,1.0,,10.0,51537.0
2748,1.0,25.0,,95129.0
2749,1.0,35.0,17.0,49424.0
2750,0.0,18.0,4.0,63141.0
2751,1.0,35.0,5.0,34786.0
2752,1.0,18.0,17.0,89503.0
2753,0.0,45.0,3.0,98155.0
2754,1.0,25.0,,11102.0
2755,1.0,45.0,7.0,90405.0
2756,1.0,25.0,,45242.0
2757,1.0,35.0,1.0,
2758,,50.0,1.0,92103.0
2759,1.0,35.0,17.0,
2760,1.0,25.0,0.0,60156.0
2761,1.0,56.0,7.0,91356.0
2762,1.0,50.0,,78703.0
2763,1.0,25.0,20.0,48103.0
2764,1.0,18.0,20.0,92026.0
2765,1.0,18.0,,10010.0
2766,0.0,,1.0,26505.0
2767,0.0,18.0,4.0,2142.0
2768,1.0,18.0,4.0,13165.0
2769,,18.0,14.0,49505.0
2770,1.0,50.0,14.0,33401.0
2771,1.0,35.0,,60622.0
2772,0.0,35.0,20.0,95451.0
2773,1.0,18.0,15.0,91101.0
2774,1.0,35.0,,98503.0
2775,1.0,25.0,1.0,27106.0
2776,1.0,35.0,7.0,5401.0
2777,0.0,,14.0,98110.0
2778,1.0,56.0,13.0,55118.0
2779,1.0,35.0,4.0,84123.0
2780,0.0,45.0,6.0,4578.0
2781,1.0,18.0,0.0,13603.0
2782,0.0,18.0,1.0,94607.0
2783,1.0,25.0,20.0,81101.0
2784,0.0,35.0,14.0,55038.0
2785,1.0,18.0,0.0,84058.0
2786,0.0,35.0,20.0,98103.0
2787,0.0,,0.0,90035.0
2788,1.0,25.0,,10025.0
2789,1.0,25.0,1.0,
2790,0.0,35.0,20.0,94598.0
2791,1.0,,14.0,53048.0
2792,0.0,35.0,9.0,3769.0
2793,1.0,,12.0,21401.0
2794,1.0,35.0,12.0,8852.0
2795,1.0,56.0,0.0,94043.0
2796,1.0,25.0,7.0,94538.0
2797,1.0,18.0,2.0,15956.0
2798,1.0,25.0,4.0,48109.0
2799,1.0,18.0,0.0,55129.0
2800,0.0,25.0,12.0,94526.0
2801,1.0,18.0,4.0,52405.0
2802,1.0,25.0,16.0,
2803,0.0,18.0,4.0,54302.0
2804,1.0,18.0,4.0,85259.0
2805,0.0,,11.0,
2806,1.0,50.0,1.0,44240.0
2807,1.0,35.0,11.0,75229.0
2808,1.0,25.0,4.0,44706.0
2809,0.0,,13.0,94566.0
2810,0.0,,9.0,37843.0
2811,0.0,,,91306.0
2812,1.0,18.0,6.0,
2813,1.0,25.0,2.0,75287.0
2814,1.0,25.0,14.0,55421.0
2815,1.0,50.0,2.0,87020.0
2816,,25.0,12.0,43615.0
2817,,45.0,,14519.0
2818,1.0,18.0,0.0,42420.0
2819,1.0,35.0,16.0,98029.0
2820,1.0,1.0,0.0,
2821,0.0,18.0,,46222.0
2822,1.0,,0.0,20009.0
2823,1.0,56.0,14.0,37922.0
2824,1.0,25.0,11.0,75801.0
2825,,25.0,1.0,94939.0
2826,1.0,18.0,0.0,97005.0
2827,1.0,25.0,11.0,2453.0
2828,1.0,18.0,19.0,70043.0
2829,1.0,25.0,0.0,12306.0
2830,1.0,25.0,,8550.0
2831,1.0,25.0,0.0,
2832,0.0,1.0,10.0,48067.0
2833,1.0,35.0,,98125.0
2834,1.0,35.0,1.0,20037.0
2835,1.0,25.0,4.0,60056.0
2836,1.0,35.0,2.0,89012.0
2837,1.0,,,
2838,,35.0,0.0,90401.0
2839,1.0,35.0,7.0,17740.0
2840,1.0,45.0,17.0,78731.0
2841,0.0,56.0,1.0,44074.0
2842,1.0,35.0,12.0,75063.0
2843,,56.0,0.0,91367.0
2844,1.0,,18.0,80521.0
2845,1.0,25.0,14.0,23434.0
2846,0.0,18.0,4.0,55422.0
2847,1.0,35.0,11.0,37620.0
2848,1.0,25.0,2.0,
2849,1.0,35.0,6.0,55122.0
2850,0.0,,0.0,
2851,1.0,25.0,,10023.0
2852,0.0,,7.0,60607.0
2853,1.0,45.0,17.0,27502.0
2854,1.0,25.0,12.0,55443.0
2855,1.0,,0.0,44266.0
2856,0.0,1.0,,78945.0
2857,0.0,25.0,14.0,94115.0
2858,0.0,,1.0,94563.0
2859,0.0,,,2143.0
2860,0.0,,7.0,78230.0
2861,1.0,,5.0,58703.0
2862,0.0,45.0,17.0,55419.0
2863,1.0,45.0,16.0,8053.0
2864,,18.0,,2115.0
2865,1.0,35.0,14.0,75034.0
2866,1.0,18.0,4.0,10027.0
2867,,35.0,3.0,21221.0
2868,1.0,18.0,5.0,91767.0
2869,1.0,35.0,1.0,80687.0
2870,1.0,25.0,17.0,27609.0
2871,1.0,35.0,17.0,
2872,0.0,25.0,9.0,29369.0
2873,,35.0,,74601.0
2874,1.0,35.0,12.0,91104.0
2875,1.0,,0.0,3867.0
2876,0.0,,,
2877,1.0,25.0,17.0,2021.0
2878,0.0,25.0,,92084.0
2879,0.0,25.0,0.0,94602.0
2880,0.0,25.0,11.0,94117.0
2881,1.0,45.0,7.0,85287.0
2882,0.0,25.0,14.0,98225.0
2883,1.0,,4.0,78705.0
2884,1.0,18.0,4.0,98499.0
2885,1.0,35.0,16.0,94108.0
2886,0.0,25.0,14.0,55343.0
2887,1.0,45.0,16.0,1982.0
2888,1.0,45.0,7.0,11201.0
2889,1.0,56.0,13.0,
2890,1.0,,14.0,2632.0
2891,1.0,56.0,1.0,95117.0
2892,1.0,35.0,1.0,91030.0
2893,1.0,25.0,12.0,8876.0
2894,1.0,,15.0,13207.0
2895,1.0,25.0,14.0,98103.0
2896,0.0,,3.0,83001.0
2897,1.0,25.0,12.0,53705.0
2898,1.0,,7.0,30076.0
2899,1.0,,12.0,55110.0
2900,0.0,,7.0,30309.0
2901,1.0,25.0,0.0,90028.0
2902,1.0,25.0,17.0,43212.0
2903,1.0,18.0,0.0,23455.0
2904,1.0,25.0,1.0,
2905,1.0,18.0,20.0,45387.0
2906,1.0,1.0,10.0,48073.0
2907,1.0,25.0,14.0,94105.0
2908,0.0,25.0,9.0,55409.0
2909,1.0,,14.0,55410.0
2910,1.0,35.0,1.0,1773.0
2911,1.0,25.0,17.0,76028.0
2912,1.0,,3.0,
2913,1.0,56.0,0.0,37922.0
2914,0.0,45.0,7.0,77006.0
2915,1.0,,12.0,98007.0
2916,0.0,18.0,,91604.0
2917,1.0,35.0,99.0,
2918,0.0,1.0,10.0,17036.0
2919,0.0,1.0,10.0,99016.0
2920,1.0,25.0,7.0,37930.0
2921,1.0,25.0,14.0,76051.0
2922,1.0,45.0,6.0,95695.0
2923,0.0,25.0,7.0,98109.0
2924,1.0,18.0,7.0,44039.0
2925,1.0,25.0,12.0,10014.0
2926,1.0,45.0,14.0,63130.0
2927,1.0,,4.0,43215.0
2928,0.0,35.0,7.0,91362.0
2929,0.0,56.0,13.0,37917.0
2930,,18.0,4.0,61820.0
2931,1.0,1.0,10.0,41011.0
2932,1.0,25.0,17.0,2149.0
2933,1.0,50.0,,95350.0
2934,1.0,25.0,4.0,19103.0
2935,1.0,25.0,18.0,
2936,,,14.0,80023.0
2937,0.0,35.0,20.0,61821.0
2938,1.0,25.0,0.0,23451.0
2939,1.0,45.0,14.0,1701.0
2940,0.0,56.0,13.0,7701.0
2941,,18.0,16.0,
2942,1.0,25.0,2.0,60156.0
2943,1.0,25.0,,24551.0
2944,0.0,,1.0,85224.0
2945,1.0,56.0,13.0,
2946,0.0,45.0,6.0,
2947,1.0,18.0,0.0,
2948,0.0,18.0,14.0,22206.0
2949,1.0,18.0,1.0,92037.0
2950,1.0,,99.0,52057.0
2951,1.0,50.0,11.0,49008.0
2952,1.0,18.0,4.0,10044.0
2953,1.0,18.0,7.0,11434.0
2954,1.0,35.0,0.0,60914.0
2955,,25.0,6.0,48108.0
2956,1.0,35.0,7.0,49504.0
2957,0.0,25.0,7.0,34952.0
2958,,,16.0,30034.0
2959,1.0,25.0,7.0,55439.0
2960,1.0,18.0,4.0,1095.0
2961,0.0,,10.0,681.0
2962,0.0,18.0,5.0,78704.0
2963,1.0,18.0,4.0,30332.0
2964,1.0,25.0,5.0,78251.0
2965,1.0,25.0,12.0,60622.0
2966,0.0,18.0,9.0,62225.0
2967,0.0,18.0,4.0,80228.0
2968,1.0,18.0,2.0,55304.0
2969,0.0,1.0,10.0,48154.0
2970,1.0,45.0,15.0,55391.0
2971,1.0,35.0,7.0,50111.0
2972,0.0,35.0,9.0,48336.0
2973,1.0,35.0,6.0,84103.0
2974,0.0,45.0,9.0,1520.0
2975,1.0,,,80014.0
2976,1.0,,0.0,6360.0
2977,1.0,1.0,10.0,73013.0
2978,1.0,,,48310.0
2979,1.0,25.0,17.0,28601.0
2980,1.0,25.0,1.0,85364.0
2981,1.0,56.0,13.0,95929.0
2982,0.0,,4.0,2142.0
2983,1.0,25.0,0.0,55414.0
2984,1.0,,19.0,94598.0
2985,0.0,25.0,15.0,94002.0
2986,0.0,35.0,12.0,46755.0
2987,1.0,25.0,20.0,94519.0
2988,0.0,18.0,4.0,44515.0
2989,0.0,18.0,14.0,55426.0
2990,1.0,25.0,0.0,61832.0
2991,0.0,25.0,2.0,2903.0
2992,1.0,,20.0,20009.0
2993,0.0,45.0,9.0,95030.0
2994,1.0,,18.0,63129.0
2995,1.0,18.0,1.0,
2996,,35.0,17.0,15330.0
2997,0.0,35.0,,78212.0
2998,1.0,18.0,4.0,31201.0
2999,1.0,18.0,12.0,55057.0
3000,0.0,25.0,2.0,
3001,0.0,35.0,0.0,8009.0
3002,1.0,56.0,13.0,17033.0
3003,1.0,50.0,16.0,
3004,1.0,25.0,2.0,60640.0
3005,0.0,45.0,7.0,9094.0
3006,1.0,,11.0,46033.0
3007,,45.0,14.0,44122.0
3008,1.0,25.0,4.0,29732.0
3009,0.0,56.0,0.0,14830.0
3010,1.0,45.0,19.0,53572.0
3011,1.0,25.0,14.0,49355.0
3012,1.0,45.0,7.0,10543.0
3013,1.0,45.0,20.0,93108.0
3014,,25.0,6.0,77034.0
3015,,,14.0,90274.0
3016,1.0,18.0,0.0,48322.0
3017,1.0,56.0,17.0,
3018,1.0,50.0,14.0,60504.0
3019,1.0,18.0,4.0,55102.0
3020,1.0,35.0,15.0,53095.0
3021,1.0,25.0,0.0,55408.0
3022,1.0,25.0,7.0,48070.0
3023,1.0,35.0,1.0,50677.0
3024,1.0,25.0,11.0,84109.0
3025,0.0,45.0,12.0,28655.0
3026,1.0,45.0,16.0,78204.0
3027,1.0,,17.0,1519.0
3028,1.0,25.0,5.0,92117.0
3029,1.0,50.0,14.0,73543.0
